Iter,Loss,L2
1.039000000000000000e+03,1.382513146381825209e-04,4.365861415863037109e-01,6.390296459197998047e+00
1.040000000000000000e+03,1.380701723974198103e-04,4.484891891479492188e-01,6.376399040222167969e+00
1.041000000000000000e+03,1.377288426738232374e-04,4.733800888061523438e-01,6.318540096282958984e+00
1.042000000000000000e+03,1.373486156808212399e-04,5.611777305603027344e-01,6.238160133361816406e+00
1.043000000000000000e+03,1.368804078083485365e-04,5.861580371856689453e-01,6.213297843933105469e+00
1.044000000000000000e+03,1.363439660053700209e-04,6.054639816284179688e-01,6.158965587615966797e+00
1.045000000000000000e+03,1.361103495582938194e-04,6.702661514282226562e-01,6.098737239837646484e+00
1.046000000000000000e+03,1.356884313281625509e-04,6.439745426177978516e-01,6.128192901611328125e+00
1.047000000000000000e+03,1.353059196844696999e-04,6.066262722015380859e-01,6.126927375793457031e+00
1.048000000000000000e+03,1.347894285572692752e-04,5.539178848266601562e-01,6.137197017669677734e+00
1.049000000000000000e+03,1.344835036434233189e-04,5.180776119232177734e-01,6.177134990692138672e+00
1.050000000000000000e+03,1.341097522526979446e-04,5.061447620391845703e-01,6.186606884002685547e+00
1.051000000000000000e+03,1.337903959210962057e-04,5.061089992523193359e-01,6.191668987274169922e+00
1.052000000000000000e+03,1.335361739620566368e-04,5.312383174896240234e-01,6.088620662689208984e+00
1.053000000000000000e+03,1.333081163465976715e-04,5.240559577941894531e-01,6.106731891632080078e+00
1.054000000000000000e+03,1.331356033915653825e-04,5.309224128723144531e-01,6.073904037475585938e+00
1.055000000000000000e+03,1.329923106823116541e-04,5.378067493438720703e-01,6.067935466766357422e+00
1.056000000000000000e+03,1.328847720287740231e-04,5.380868911743164062e-01,6.073552608489990234e+00
1.057000000000000000e+03,1.327292411588132381e-04,5.314648151397705078e-01,6.113264083862304688e+00
1.058000000000000000e+03,1.325421908404678106e-04,5.150973796844482422e-01,6.169234752655029297e+00
1.059000000000000000e+03,1.323481556028127670e-04,4.773736000061035156e-01,6.329593181610107422e+00
1.060000000000000000e+03,1.318938302574679255e-04,4.478871822357177734e-01,6.324113845825195312e+00
1.061000000000000000e+03,1.316386042162775993e-04,4.150331020355224609e-01,6.318489551544189453e+00
1.062000000000000000e+03,1.311074156546965241e-04,3.458857536315917969e-01,6.343833923339843750e+00
1.063000000000000000e+03,1.314576802542433143e-04,2.611160278320312500e-01,6.361381530761718750e+00
1.064000000000000000e+03,1.309528743149712682e-04,3.156304359436035156e-01,6.350073814392089844e+00
1.065000000000000000e+03,1.306815538555383682e-04,2.938807010650634766e-01,6.386851310729980469e+00
1.066000000000000000e+03,1.303715253015980124e-04,2.777874469757080078e-01,6.444036960601806641e+00
1.067000000000000000e+03,1.302601303905248642e-04,2.689719200134277344e-01,6.481348514556884766e+00
1.068000000000000000e+03,1.301439624512568116e-04,2.709746360778808594e-01,6.502070903778076172e+00
1.069000000000000000e+03,1.300615404034033418e-04,2.775788307189941406e-01,6.510395050048828125e+00
1.070000000000000000e+03,1.315983536187559366e-04,1.638054847717285156e-01,6.561750888824462891e+00
1.071000000000000000e+03,1.300313742831349373e-04,2.637743949890136719e-01,6.516641616821289062e+00
1.072000000000000000e+03,1.299150462727993727e-04,2.796709537506103516e-01,6.491903305053710938e+00
1.073000000000000000e+03,1.297786075156182051e-04,2.863705158233642578e-01,6.463932037353515625e+00
1.074000000000000000e+03,1.296630071010440588e-04,2.935707569122314453e-01,6.426825523376464844e+00
1.075000000000000000e+03,1.295988622587174177e-04,2.727687358856201172e-01,6.398459434509277344e+00
1.076000000000000000e+03,1.295104884775355458e-04,2.821445465087890625e-01,6.394305229187011719e+00
1.077000000000000000e+03,1.294367539230734110e-04,2.745687961578369141e-01,6.404201507568359375e+00
1.078000000000000000e+03,1.296400296268984675e-04,2.902865409851074219e-01,6.441601276397705078e+00
1.079000000000000000e+03,1.294006651733070612e-04,2.789556980133056641e-01,6.414646625518798828e+00
1.080000000000000000e+03,1.294390822295099497e-04,2.360641956329345703e-01,6.385278701782226562e+00
1.081000000000000000e+03,1.293214882025495172e-04,2.595663070678710938e-01,6.401356220245361328e+00
1.082000000000000000e+03,1.291739026783034205e-04,2.752244472503662109e-01,6.395219326019287109e+00
1.083000000000000000e+03,1.290426444029435515e-04,2.726972103118896484e-01,6.374621391296386719e+00
1.084000000000000000e+03,1.288816274609416723e-04,3.030240535736083984e-01,6.338867664337158203e+00
1.085000000000000000e+03,1.286751066800206900e-04,3.573894500732421875e-01,6.327508449554443359e+00
1.086000000000000000e+03,1.285167527385056019e-04,4.258036613464355469e-01,6.292639732360839844e+00
1.087000000000000000e+03,1.283992023672908545e-04,4.668056964874267578e-01,6.337807178497314453e+00
1.088000000000000000e+03,1.283203600905835629e-04,4.608511924743652344e-01,6.350183486938476562e+00
1.089000000000000000e+03,1.282409502891823649e-04,4.467844963073730469e-01,6.371783256530761719e+00
1.090000000000000000e+03,1.281864242628216743e-04,4.401504993438720703e-01,6.376303672790527344e+00
1.091000000000000000e+03,1.280775759369134903e-04,4.313766956329345703e-01,6.362245082855224609e+00
1.092000000000000000e+03,1.279570424230769277e-04,4.280805587768554688e-01,6.328532218933105469e+00
1.093000000000000000e+03,1.277629053220152855e-04,4.119217395782470703e-01,6.254325866699218750e+00
1.094000000000000000e+03,1.429382973583415151e-04,7.712960243225097656e-01,5.826949119567871094e+00
1.095000000000000000e+03,1.277036208193749189e-04,4.333257675170898438e-01,6.228841304779052734e+00
1.096000000000000000e+03,1.274493261007592082e-04,4.151999950408935547e-01,6.162710666656494141e+00
1.097000000000000000e+03,1.270006032427772880e-04,3.840923309326171875e-01,6.092563629150390625e+00
1.098000000000000000e+03,1.269095519091933966e-04,3.378927707672119141e-01,5.991490364074707031e+00
1.099000000000000000e+03,1.261512225028127432e-04,3.569483757019042969e-01,6.010647296905517578e+00
1.100000000000000000e+03,1.258111733477562666e-04,3.857433795928955078e-01,6.108501911163330078e+00
1.101000000000000000e+03,1.253035443369299173e-04,4.182040691375732422e-01,6.186606884002685547e+00
1.102000000000000000e+03,1.247717591468244791e-04,4.040062427520751953e-01,6.175979137420654297e+00
1.103000000000000000e+03,1.239415141753852367e-04,4.242718219757080078e-01,6.203825950622558594e+00
1.104000000000000000e+03,1.235135277966037393e-04,4.302620887756347656e-01,6.165197372436523438e+00
1.105000000000000000e+03,1.229947811225429177e-04,4.606425762176513672e-01,6.071329116821289062e+00
1.106000000000000000e+03,1.227184984600171447e-04,4.852414131164550781e-01,6.056758880615234375e+00
1.107000000000000000e+03,1.225493178935721517e-04,5.087316036224365234e-01,6.054483890533447266e+00
1.108000000000000000e+03,1.223857398144900799e-04,4.704654216766357422e-01,6.054739475250244141e+00
1.109000000000000000e+03,1.222368446178734303e-04,4.441678524017333984e-01,6.069252014160156250e+00
1.110000000000000000e+03,1.220071353600360453e-04,4.162907600402832031e-01,6.077393054962158203e+00
1.111000000000000000e+03,1.221825659740716219e-04,4.324793815612792969e-01,6.118727684020996094e+00
1.112000000000000000e+03,1.217737444676458836e-04,4.236459732055664062e-01,6.096162319183349609e+00
1.113000000000000000e+03,1.213514115079306066e-04,4.350543022155761719e-01,6.099702358245849609e+00
1.114000000000000000e+03,1.227369939442723989e-04,4.771888256072998047e-01,5.980423450469970703e+00
1.115000000000000000e+03,1.210321861435659230e-04,4.490554332733154297e-01,6.060050010681152344e+00
1.116000000000000000e+03,1.207024179166182876e-04,4.834234714508056641e-01,5.990180969238281250e+00
1.117000000000000000e+03,1.206505403388291597e-04,5.062758922576904297e-01,6.036738872528076172e+00
1.118000000000000000e+03,1.204920772579498589e-04,4.963219165802001953e-01,6.016455173492431641e+00
1.119000000000000000e+03,1.203848514705896378e-04,4.822790622711181641e-01,6.021158218383789062e+00
1.120000000000000000e+03,1.202417406602762640e-04,4.245817661285400391e-01,6.037236213684082031e+00
1.121000000000000000e+03,1.201523991767317057e-04,4.863202571868896484e-01,5.987898826599121094e+00
1.122000000000000000e+03,1.197927194880321622e-04,4.891753196716308594e-01,5.999068737030029297e+00
1.123000000000000000e+03,1.196141893160529435e-04,5.018830299377441406e-01,5.999982833862304688e+00
1.124000000000000000e+03,1.193564676214009523e-04,5.158782005310058594e-01,5.988301277160644531e+00
1.125000000000000000e+03,1.190492912428453565e-04,5.270302295684814453e-01,5.972384452819824219e+00
1.126000000000000000e+03,1.188247115351259708e-04,5.216658115386962891e-01,5.958903789520263672e+00
1.127000000000000000e+03,1.185820146929472685e-04,5.005717277526855469e-01,5.946110725402832031e+00
1.128000000000000000e+03,1.182621563202701509e-04,4.473090171813964844e-01,5.943484783172607422e+00
1.129000000000000000e+03,1.181001352961175144e-04,4.088461399078369141e-01,5.949548721313476562e+00
1.130000000000000000e+03,1.179076207336038351e-04,3.813326358795166016e-01,5.927524566650390625e+00
1.131000000000000000e+03,1.177664089482277632e-04,3.926157951354980469e-01,5.917518138885498047e+00
1.132000000000000000e+03,1.176281148218549788e-04,3.881156444549560547e-01,5.868298053741455078e+00
1.133000000000000000e+03,1.175551587948575616e-04,3.808200359344482422e-01,5.838059425354003906e+00
1.134000000000000000e+03,1.174758290289901197e-04,3.656089305877685547e-01,5.810410499572753906e+00
1.135000000000000000e+03,1.174193312181159854e-04,3.374278545379638672e-01,5.769741535186767578e+00
1.136000000000000000e+03,1.177152662421576679e-04,3.529071807861328125e-01,5.745083808898925781e+00
1.137000000000000000e+03,1.174013377749361098e-04,3.404676914215087891e-01,5.764899253845214844e+00
1.138000000000000000e+03,1.173393684439361095e-04,3.336966037750244141e-01,5.742816448211669922e+00
1.139000000000000000e+03,1.195220393128693104e-04,1.504540443420410156e-01,5.728392124176025391e+00
1.140000000000000000e+03,1.173191922134719789e-04,3.175199031829833984e-01,5.741558074951171875e+00
1.141000000000000000e+03,1.172471966128796339e-04,3.231823444366455078e-01,5.703193187713623047e+00
1.142000000000000000e+03,1.171930707641877234e-04,3.432095050811767578e-01,5.685952663421630859e+00
1.143000000000000000e+03,1.171348121715709567e-04,3.350675106048583984e-01,5.656687259674072266e+00
1.144000000000000000e+03,1.170548202935606241e-04,3.459632396697998047e-01,5.644032955169677734e+00
1.145000000000000000e+03,1.169566530734300613e-04,3.359019756317138672e-01,5.644939899444580078e+00
1.146000000000000000e+03,1.168130256701260805e-04,3.128826618194580078e-01,5.609537124633789062e+00
1.147000000000000000e+03,1.167091177194379270e-04,3.026783466339111328e-01,5.615783691406250000e+00
1.148000000000000000e+03,1.165711655630730093e-04,2.845168113708496094e-01,5.627714157104492188e+00
1.149000000000000000e+03,1.164255954790860415e-04,2.744436264038085938e-01,5.627618789672851562e+00
1.150000000000000000e+03,1.162327025667764246e-04,2.663969993591308594e-01,5.651844501495361328e+00
1.151000000000000000e+03,1.161048712674528360e-04,2.714276313781738281e-01,5.648926258087158203e+00
1.152000000000000000e+03,1.159730090876109898e-04,2.744257450103759766e-01,5.643981933593750000e+00
1.153000000000000000e+03,1.158400045824237168e-04,2.743244171142578125e-01,5.630888462066650391e+00
1.154000000000000000e+03,1.157194201368838549e-04,2.559423446655273438e-01,5.608732700347900391e+00
1.155000000000000000e+03,1.155852587544359267e-04,2.432703971862792969e-01,5.595837116241455078e+00
1.156000000000000000e+03,1.154415222117677331e-04,2.265632152557373047e-01,5.579473972320556641e+00
1.157000000000000000e+03,1.154001074610278010e-04,2.721309661865234375e-01,5.476375102996826172e+00
1.158000000000000000e+03,1.152125478256493807e-04,2.470791339874267578e-01,5.582641601562500000e+00
1.159000000000000000e+03,1.151122996816411614e-04,2.689540386199951172e-01,5.577258110046386719e+00
1.160000000000000000e+03,1.148744631791487336e-04,3.168582916259765625e-01,5.558934688568115234e+00
1.161000000000000000e+03,1.146001523011364043e-04,3.805637359619140625e-01,5.515501022338867188e+00
1.162000000000000000e+03,1.141946340794675052e-04,4.131972789764404297e-01,5.444893360137939453e+00
1.163000000000000000e+03,1.149193849414587021e-04,5.339205265045166016e-01,5.324941158294677734e+00
1.164000000000000000e+03,1.139869564212858677e-04,4.519402980804443359e-01,5.406389236450195312e+00
1.165000000000000000e+03,1.143879781011492014e-04,4.797697067260742188e-01,5.279298305511474609e+00
1.166000000000000000e+03,1.137197687057778239e-04,4.627645015716552734e-01,5.356935024261474609e+00
1.167000000000000000e+03,1.158577360911294818e-04,5.382895469665527344e-01,5.085000991821289062e+00
1.168000000000000000e+03,1.132126562879420817e-04,4.859268665313720703e-01,5.273424625396728516e+00
1.169000000000000000e+03,1.126779970945790410e-04,4.406511783599853516e-01,5.208595275878906250e+00
1.170000000000000000e+03,1.117409337894059718e-04,3.578901290893554688e-01,5.066004753112792969e+00
1.171000000000000000e+03,1.121732639148831367e-04,3.711342811584472656e-01,4.806709766387939453e+00
1.172000000000000000e+03,1.114665574277751148e-04,3.631234169006347656e-01,4.963454246520996094e+00
1.173000000000000000e+03,1.107108037103898823e-04,3.992676734924316406e-01,4.859353065490722656e+00
1.174000000000000000e+03,1.108655123971402645e-04,4.417181015014648438e-01,4.563316822052001953e+00
1.175000000000000000e+03,1.099565561162307858e-04,4.208922386169433594e-01,4.708452701568603516e+00
1.176000000000000000e+03,1.103688555303961039e-04,6.104707717895507812e-01,4.693574905395507812e+00
1.177000000000000000e+03,1.093639803002588451e-04,5.070865154266357422e-01,4.701715946197509766e+00
1.178000000000000000e+03,1.088926728698424995e-04,5.928397178649902344e-01,4.572935581207275391e+00
1.179000000000000000e+03,1.085286348825320601e-04,6.084203720092773438e-01,4.575334548950195312e+00
1.180000000000000000e+03,1.080681395251303911e-04,5.797326564788818359e-01,4.471459865570068359e+00
1.181000000000000000e+03,1.077488996088504791e-04,5.258023738861083984e-01,4.514557838439941406e+00
1.182000000000000000e+03,1.075848413165658712e-04,4.236161708831787109e-01,4.595778942108154297e+00
1.183000000000000000e+03,1.073838066076859832e-04,4.531621932983398438e-01,4.618030071258544922e+00
1.184000000000000000e+03,1.072660379577428102e-04,4.764914512634277344e-01,4.593438148498535156e+00
1.185000000000000000e+03,1.071122824214398861e-04,4.895985126495361328e-01,4.627699851989746094e+00
1.186000000000000000e+03,1.069074351107701659e-04,4.983842372894287109e-01,4.650155544281005859e+00
1.187000000000000000e+03,1.067032571882009506e-04,5.015552043914794922e-01,4.681593418121337891e+00
1.188000000000000000e+03,1.065425458364188671e-04,4.782915115356445312e-01,4.707260608673095703e+00
1.189000000000000000e+03,1.063480449374765158e-04,4.667460918426513672e-01,4.724288940429687500e+00
1.190000000000000000e+03,1.061192015185952187e-04,4.518330097198486328e-01,4.769288539886474609e+00
1.191000000000000000e+03,1.059668502421118319e-04,4.652917385101318359e-01,4.766384601593017578e+00
1.192000000000000000e+03,1.058846537489444017e-04,4.720211029052734375e-01,4.789125442504882812e+00
1.193000000000000000e+03,1.058038033079355955e-04,4.915833473205566406e-01,4.786324024200439453e+00
1.194000000000000000e+03,1.056765613611787558e-04,4.969894886016845703e-01,4.777678012847900391e+00
1.195000000000000000e+03,1.055839238688349724e-04,5.059659481048583984e-01,4.768491268157958984e+00
1.196000000000000000e+03,1.055357861332595348e-04,5.064070224761962891e-01,4.747205734252929688e+00
1.197000000000000000e+03,1.056269247783347964e-04,4.557371139526367188e-01,4.705804824829101562e+00
1.198000000000000000e+03,1.054755121003836393e-04,4.868268966674804688e-01,4.731230258941650391e+00
1.199000000000000000e+03,1.053997839335352182e-04,4.740178585052490234e-01,4.735377788543701172e+00
1.200000000000000000e+03,1.053502346621826291e-04,4.704892635345458984e-01,4.748661041259765625e+00
1.201000000000000000e+03,1.053081359714269638e-04,4.658639430999755859e-01,4.751257896423339844e+00
1.202000000000000000e+03,1.052740990417078137e-04,4.632055759429931641e-01,4.750409126281738281e+00
1.203000000000000000e+03,1.052355510182678699e-04,4.581928253173828125e-01,4.753547191619873047e+00
1.204000000000000000e+03,1.051572035066783428e-04,4.279196262359619141e-01,4.754505634307861328e+00
1.205000000000000000e+03,1.054431049851700664e-04,4.519045352935791016e-01,4.690085887908935547e+00
1.206000000000000000e+03,1.051366634783335030e-04,4.328429698944091797e-01,4.741265773773193359e+00
1.207000000000000000e+03,1.050669525284320116e-04,4.106283187866210938e-01,4.724237918853759766e+00
1.208000000000000000e+03,1.050215505529195070e-04,4.057884216308593750e-01,4.705007553100585938e+00
1.209000000000000000e+03,1.049703860189765692e-04,4.126667976379394531e-01,4.676802635192871094e+00
1.210000000000000000e+03,1.049717393470928073e-04,4.123389720916748047e-01,4.670819282531738281e+00
1.211000000000000000e+03,1.049244237947277725e-04,4.125058650970458984e-01,4.673810958862304688e+00
1.212000000000000000e+03,1.048069243552163243e-04,4.278004169464111328e-01,4.646556854248046875e+00
1.213000000000000000e+03,1.045666649588383734e-04,4.394352436065673828e-01,4.594235420227050781e+00
1.214000000000000000e+03,1.043658412527292967e-04,4.413425922393798828e-01,4.576878070831298828e+00
1.215000000000000000e+03,1.393490820191800594e-04,5.040347576141357422e-01,4.195846080780029297e+00
1.216000000000000000e+03,1.043412703438661993e-04,4.430294036865234375e-01,4.566608428955078125e+00
1.217000000000000000e+03,1.054004824254661798e-04,3.787279129028320312e-01,4.602010726928710938e+00
1.218000000000000000e+03,1.042782387230545282e-04,4.305064678192138672e-01,4.573483943939208984e+00
1.219000000000000000e+03,1.040177885442972183e-04,4.206478595733642578e-01,4.574881076812744141e+00
1.220000000000000000e+03,1.036508256220258772e-04,3.940761089324951172e-01,4.557281970977783203e+00
1.221000000000000000e+03,1.034004235407337546e-04,3.311693668365478516e-01,4.508135318756103516e+00
1.222000000000000000e+03,1.029675695463083684e-04,3.107905387878417969e-01,4.508230686187744141e+00
1.223000000000000000e+03,1.025820383802056313e-04,2.836048603057861328e-01,4.463838577270507812e+00
1.224000000000000000e+03,1.022910000756382942e-04,2.518236637115478516e-01,4.448104858398437500e+00
1.225000000000000000e+03,1.020133422571234405e-04,2.558648586273193359e-01,4.426936149597167969e+00
1.226000000000000000e+03,1.016067762975580990e-04,2.453088760375976562e-01,4.388051986694335938e+00
1.227000000000000000e+03,1.008385297609493136e-04,2.075791358947753906e-01,4.360980510711669922e+00
1.228000000000000000e+03,1.009315164992585778e-04,3.000855445861816406e-01,4.164305686950683594e+00
1.229000000000000000e+03,1.004632285912521183e-04,2.516031265258789062e-01,4.267324447631835938e+00
1.230000000000000000e+03,1.005581871140748262e-04,2.148270606994628906e-01,4.226801872253417969e+00
1.231000000000000000e+03,9.984622738556936383e-05,2.336502075195312500e-01,4.247538566589355469e+00
1.232000000000000000e+03,9.942098404280841351e-05,2.610206604003906250e-01,4.278903484344482422e+00
1.233000000000000000e+03,9.869399946182966232e-05,3.390610218048095703e-01,4.245549201965332031e+00
1.234000000000000000e+03,9.808369213715195656e-05,3.735244274139404297e-01,4.189592361450195312e+00
1.235000000000000000e+03,9.736340143717825413e-05,4.115283489227294922e-01,3.909663200378417969e+00
1.236000000000000000e+03,9.790624608285725117e-05,3.949820995330810547e-01,3.888165473937988281e+00
1.237000000000000000e+03,9.692145977169275284e-05,4.049241542816162109e-01,3.901090383529663086e+00
1.238000000000000000e+03,9.661871445132419467e-05,3.777027130126953125e-01,3.911798715591430664e+00
1.239000000000000000e+03,9.626525570638477802e-05,3.239989280700683594e-01,3.845565319061279297e+00
1.240000000000000000e+03,9.580148616805672646e-05,2.681910991668701172e-01,3.769040107727050781e+00
1.241000000000000000e+03,9.537241567159071565e-05,2.305150032043457031e-01,3.707655906677246094e+00
1.242000000000000000e+03,9.973148553399369121e-05,3.288269042968750000e-01,3.484670877456665039e+00
1.243000000000000000e+03,9.525925270281732082e-05,2.443015575408935547e-01,3.676356792449951172e+00
1.244000000000000000e+03,9.494769619777798653e-05,2.441406250000000000e-01,3.654017925262451172e+00
1.245000000000000000e+03,9.476285777054727077e-05,2.399623394012451172e-01,3.652379751205444336e+00
1.246000000000000000e+03,9.468499047216027975e-05,2.260982990264892578e-01,3.641064167022705078e+00
1.247000000000000000e+03,9.455352846998721361e-05,2.431690692901611328e-01,3.639784097671508789e+00
1.248000000000000000e+03,9.449040226172655821e-05,2.502679824829101562e-01,3.635182857513427734e+00
1.249000000000000000e+03,9.443746967008337379e-05,2.437055110931396484e-01,3.642153739929199219e+00
1.250000000000000000e+03,9.434983803657814860e-05,2.288639545440673828e-01,3.655049562454223633e+00
1.251000000000000000e+03,9.421638242201879621e-05,2.234339714050292969e-01,3.688169956207275391e+00
1.252000000000000000e+03,9.424799645785242319e-05,1.458704471588134766e-01,3.741822481155395508e+00
1.253000000000000000e+03,9.414895612280815840e-05,1.877427101135253906e-01,3.712849378585815430e+00
1.254000000000000000e+03,9.407108882442116737e-05,1.938879489898681641e-01,3.701570272445678711e+00
1.255000000000000000e+03,9.395479719387367368e-05,2.052247524261474609e-01,3.713829517364501953e+00
1.256000000000000000e+03,9.389417391503229737e-05,2.059936523437500000e-01,3.714275836944580078e+00
1.257000000000000000e+03,9.381328709423542023e-05,2.050042152404785156e-01,3.720705270767211914e+00
1.258000000000000000e+03,9.376952948514372110e-05,2.084255218505859375e-01,3.747469186782836914e+00
1.259000000000000000e+03,9.372246859129518270e-05,2.085149288177490234e-01,3.740300893783569336e+00
1.260000000000000000e+03,9.368312021251767874e-05,2.132236957550048828e-01,3.739013433456420898e+00
1.261000000000000000e+03,9.363626304548233747e-05,2.214431762695312500e-01,3.743658542633056641e+00
1.262000000000000000e+03,9.361426782561466098e-05,2.272963523864746094e-01,3.742268562316894531e+00
1.263000000000000000e+03,9.357785165775567293e-05,2.296566963195800781e-01,3.746233224868774414e+00
1.264000000000000000e+03,9.355493966722860932e-05,2.457916736602783203e-01,3.736087799072265625e+00
1.265000000000000000e+03,9.352047345601022243e-05,2.388358116149902344e-01,3.751082658767700195e+00
1.266000000000000000e+03,9.349323227070271969e-05,2.420425415039062500e-01,3.742173671722412109e+00
1.267000000000000000e+03,9.345723810838535428e-05,2.589344978332519531e-01,3.728078365325927734e+00
1.268000000000000000e+03,9.342851262772455812e-05,2.744257450103759766e-01,3.721699953079223633e+00
1.269000000000000000e+03,9.339008101960644126e-05,2.952992916107177734e-01,3.709235668182373047e+00
1.270000000000000000e+03,9.335891809314489365e-05,3.064155578613281250e-01,3.708497047424316406e+00
1.271000000000000000e+03,9.332451736554503441e-05,3.060281276702880859e-01,3.705578565597534180e+00
1.272000000000000000e+03,9.328403393737971783e-05,3.107130527496337891e-01,3.682281732559204102e+00
1.273000000000000000e+03,9.323695849161595106e-05,2.907216548919677734e-01,3.676459312438964844e+00
1.274000000000000000e+03,9.315668285125866532e-05,2.770602703094482422e-01,3.673146009445190430e+00
1.275000000000000000e+03,9.305302955908700824e-05,2.624452114105224609e-01,3.655342102050781250e+00
1.276000000000000000e+03,9.294449409935623407e-05,2.503275871276855469e-01,3.633756637573242188e+00
1.277000000000000000e+03,9.284280531574040651e-05,2.534270286560058594e-01,3.619968891143798828e+00
1.278000000000000000e+03,9.273065370507538319e-05,2.897322177886962891e-01,3.598917245864868164e+00
1.279000000000000000e+03,9.263516403734683990e-05,3.171324729919433594e-01,3.585824489593505859e+00
1.280000000000000000e+03,9.257039346266537905e-05,3.313720226287841797e-01,3.571904420852661133e+00
1.281000000000000000e+03,9.249364666175097227e-05,3.241956233978271484e-01,3.542565584182739258e+00
1.282000000000000000e+03,9.230794967152178288e-05,3.154218196868896484e-01,3.478497266769409180e+00
1.283000000000000000e+03,9.213676094077527523e-05,2.713263034820556641e-01,3.415460109710693359e+00
1.284000000000000000e+03,9.201133798342198133e-05,2.608716487884521484e-01,3.409586429595947266e+00
1.285000000000000000e+03,9.189574484480544925e-05,2.343416213989257812e-01,3.392382621765136719e+00
1.286000000000000000e+03,9.186860552290454507e-05,2.242386341094970703e-01,3.416937589645385742e+00
1.287000000000000000e+03,9.174678416457027197e-05,2.331256866455078125e-01,3.396771430969238281e+00
1.288000000000000000e+03,9.164584480458870530e-05,2.318918704986572266e-01,3.357484579086303711e+00
1.289000000000000000e+03,9.156730084214359522e-05,2.324402332305908203e-01,3.347478389739990234e+00
1.290000000000000000e+03,9.146066440735012293e-05,2.098619937896728516e-01,3.312836170196533203e+00
1.291000000000000000e+03,9.134518768405541778e-05,2.032756805419921875e-01,3.299933195114135742e+00
1.292000000000000000e+03,9.116018918575718999e-05,2.058327198028564453e-01,3.220175266265869141e+00
1.293000000000000000e+03,9.107188088819384575e-05,2.116322517395019531e-01,3.183404684066772461e+00
1.294000000000000000e+03,9.105665958486497402e-05,2.161145210266113281e-01,3.063576936721801758e+00
1.295000000000000000e+03,9.100182069232687354e-05,2.140283584594726562e-01,3.119365453720092773e+00
1.296000000000000000e+03,9.088778460863977671e-05,2.062559127807617188e-01,3.104370594024658203e+00
1.297000000000000000e+03,9.075437264982610941e-05,2.251267433166503906e-01,3.081219911575317383e+00
1.298000000000000000e+03,9.050532389665022492e-05,2.016723155975341797e-01,2.936471462249755859e+00
1.299000000000000000e+03,9.035614493768662214e-05,2.605319023132324219e-01,2.903636455535888672e+00
1.300000000000000000e+03,9.022788435686379671e-05,2.455294132232666016e-01,2.936325311660766602e+00
1.301000000000000000e+03,9.014052920974791050e-05,2.051353454589843750e-01,2.933816194534301758e+00
1.302000000000000000e+03,9.007746120914816856e-05,1.893460750579833984e-01,2.865907669067382812e+00
1.303000000000000000e+03,9.000620048027485609e-05,2.030313014984130859e-01,2.871108293533325195e+00
1.304000000000000000e+03,8.995004463940858841e-05,2.070307731628417969e-01,2.865907669067382812e+00
1.305000000000000000e+03,8.982993313111364841e-05,2.082526683807373047e-01,2.856983900070190430e+00
1.306000000000000000e+03,1.016272144624963403e-04,1.671373844146728516e-01,2.701234340667724609e+00
1.307000000000000000e+03,8.980307029560208321e-05,2.062320709228515625e-01,2.849332809448242188e+00
1.308000000000000000e+03,8.974362572189420462e-05,2.102434635162353516e-01,2.848645210266113281e+00
1.309000000000000000e+03,8.965899905888363719e-05,2.025783061981201172e-01,2.840606451034545898e+00
1.310000000000000000e+03,8.955515659181401134e-05,1.969933509826660156e-01,2.829568624496459961e+00
1.311000000000000000e+03,8.941577834775671363e-05,2.054154872894287109e-01,2.738260746002197266e+00
1.312000000000000000e+03,8.928302850108593702e-05,2.564072608947753906e-01,2.680424213409423828e+00
1.313000000000000000e+03,8.910795440897345543e-05,2.556681632995605469e-01,2.690562248229980469e+00
1.314000000000000000e+03,8.899621025193482637e-05,2.641141414642333984e-01,2.698096275329589844e+00
1.315000000000000000e+03,8.893529593478888273e-05,2.914726734161376953e-01,2.653638362884521484e+00
1.316000000000000000e+03,8.888100273907184601e-05,2.945125102996826172e-01,2.653404235839843750e+00
1.317000000000000000e+03,8.877424988895654678e-05,2.973914146423339844e-01,2.663578748703002930e+00
1.318000000000000000e+03,8.872420585248619318e-05,2.914547920227050781e-01,2.674111843109130859e+00
1.319000000000000000e+03,8.865199924912303686e-05,2.814888954162597656e-01,2.692859172821044922e+00
1.320000000000000000e+03,8.859425724949687719e-05,2.716422080993652344e-01,2.708775520324707031e+00
1.321000000000000000e+03,8.853145118337124586e-05,2.587378025054931641e-01,2.722198009490966797e+00
1.322000000000000000e+03,8.848510333336889744e-05,2.374231815338134766e-01,2.761733055114746094e+00
1.323000000000000000e+03,8.845652337186038494e-05,2.357244491577148438e-01,2.765697717666625977e+00
1.324000000000000000e+03,8.843172690831124783e-05,2.348363399505615234e-01,2.764958858489990234e+00
1.325000000000000000e+03,8.841586532071232796e-05,2.271890640258789062e-01,2.778491020202636719e+00
1.326000000000000000e+03,8.840116788633167744e-05,2.238035202026367188e-01,2.770305871963500977e+00
1.327000000000000000e+03,8.835730841383337975e-05,2.260029315948486328e-01,2.778878688812255859e+00
1.328000000000000000e+03,8.833938045427203178e-05,2.308428287506103516e-01,2.774475336074829102e+00
1.329000000000000000e+03,8.829627040540799499e-05,2.231717109680175781e-01,2.771234989166259766e+00
